resource,candidate_1,candidate_2,reason_uncertain,recommended_validation
gChristmasGreenTreasureChestFrontTex.rgb5a1.png,METAL,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
ddan_room_11Tex_001430,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_11Tex_001C30,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_002F80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_003380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_003B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_003F80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_004780,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_004B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_005380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_005780,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_006780,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_007780,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_007B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_12Tex_008380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_13Tex_000CC8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_13Tex_0014C8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_13Tex_001CC8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_13Tex_0020C8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_14Tex_000CC8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_14Tex_0014C8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_14Tex_001CC8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_14Tex_0020C8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_15Tex_000D28,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_15Tex_001528,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_15Tex_001D28,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_15Tex_002528,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_002158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_003158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_003958,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_004158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_004958,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_16Tex_005158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_004770,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_004B70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_004F70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_005770,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_005F70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_006F70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_007F70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_008770,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_008F70,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_1Tex_009770,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_003B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_004380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_004780,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_004B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_005380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_005B80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_005F80,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_006380,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_2Tex_006EB8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_008838,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_008C38,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_009438,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_009838,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00A038,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00A838,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00B038,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00B438,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00B838,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00BC38,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00C438,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00CC38,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00D038,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_3Tex_00D668,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_006D58,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_007158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_007558,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_007D58,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_008558,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_008D58,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_4Tex_009158,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_0032B8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_003AB8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_0042B8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_0046B8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_004AB8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_004EB8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_5Tex_0056B8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_6Tex_000CA8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_6Tex_0014A8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_6Tex_001CA8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_6Tex_0020A8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_0046F8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_004AF8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_004EF8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_0056F8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_005EF8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_0066F8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_7Tex_006EF8,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0041A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0049A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_004DA0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0051A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0059A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0061A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0069A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0071A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0079A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0081A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0089A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_8Tex_0091A0,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_9Tex_005128,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_9Tex_005528,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_9Tex_005D28,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
ddan_room_9Tex_006128,STONE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
