id,future_i18n_key,english,spanish
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2362,COSMETICS.DEFAULTCOLORSCHEME,DefaultColorScheme,DefaultColorScheme
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2368,COSMETICS.RAINBOWSYNC,RainbowSync,RainbowSync
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2370,COSMETICS.RAINBOWSPEED,RainbowSpeed,RainbowSpeed
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2380,COSMETICS.RANDOMIZEALLONNEWSCENE,RandomizeAllOnNewScene,RandomizeAllOnNewScene
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2386,COSMETICS.RANDOMIZEALLONRANDOGEN,RandomizeAllOnRandoGen,RandomizeAllOnRandoGen
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2391,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2399,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2430,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2438,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2448,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2460,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2469,COSMETICS.COSMETICSCONTEXTTABBAR,CosmeticsContextTabBar,CosmeticsContextTabBar
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2483,COSMETICS.KEYS,Keys,Keys
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2503,COSMETICS.EFFECTS,Effects,Effects
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2522,COSMETICS.RESET_TRAILS_DURATION,Reset##Trails_Duration,Reset##Trails_Duration
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2542,COSMETICS.SILLY,Silly,Silly
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2560,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2568,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2569,COSMETICS.MESSAGE,Message,Mensaje
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2591,COSMETICS.RANDOMIZEALLONNEWSCENE,RandomizeAllOnNewScene,RandomizeAllOnNewScene
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2599,COSMETICS.RANDOMIZEALLONRANDOGEN,RandomizeAllOnRandoGen,RandomizeAllOnRandoGen
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2630,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2642,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L193,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L200,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L208,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L210,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L220,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L285,AUDIO.PLAYING,Playing,Playing
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L422,AUDIO.WORLD,World,Mundo
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L424,AUDIO.EVENT,Event,Event
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L426,AUDIO.BATTLE,Battle,Battle
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L428,AUDIO.OCARINA,Ocarina,Ocarina
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L430,AUDIO.FANFARE,Fanfare,Fanfare
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L432,AUDIO.ERROR,Error,Error
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L436,AUDIO.VOICE,Voice,Voice
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L438,AUDIO.INSTRUMENT,Instrument,Instrument
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L440,AUDIO.CUSTOM,Custom,Personalizado
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L482,AUDIO.RANDOMIZEALLONNEWSCENE,RandomizeAllOnNewScene,RandomizeAllOnNewScene
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L490,AUDIO.RANDOMIZEALLONRANDOGEN,RandomizeAllOnRandoGen,RandomizeAllOnRandoGen
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L537,AUDIO.SFXCONTEXTTABBAR,SfxContextTabBar,SfxContextTabBar
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L546,AUDIO.SFXOPTIONS,SfxOptions,SfxOptions
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L556,AUDIO.RESET_LINKVOICEFREQMULTIPLIER,Reset##linkVoiceFreqMultiplier,Reset##linkVoiceFreqMultiplier
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L558,AUDIO.LINKVOICEFREQMULTIPLIER,LinkVoiceFreqMultiplier,LinkVoiceFreqMultiplier
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L574,AUDIO.FANFARES,Fanfares,Fanfares
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L575,AUDIO.FANFARES,Fanfares,Fanfares
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L578,AUDIO.EVENTS,Events,Events
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L579,AUDIO.EVENTS,Events,Events
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L586,AUDIO.OCARINA,Ocarina,Ocarina
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L587,AUDIO.INSTRUMENTS,Instruments,Instruments
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L588,AUDIO.OCARINA,Ocarina,Ocarina
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L595,AUDIO.VOICES,Voices,Voces
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L596,AUDIO.VOICES,Voices,Voces
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L691,AUDIO.INCLUDED,Included,Included
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L692,AUDIO.EXCLUDED,Excluded,Excluded
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L699,AUDIO.CHILDINCLUDEDSEQUENCES,ChildIncludedSequences,ChildIncludedSequences
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L727,AUDIO.CHILDEXCLUDEDSEQUENCES,ChildExcludedSequences,ChildExcludedSequences
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L819,AUDIO.LOWHPALARM,LowHpAlarm,LowHpAlarm
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L821,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L824,AUDIO.DISABLENAVICALLAUDIO,DisableNaviCallAudio,DisableNaviCallAudio
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L826,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L829,AUDIO.ENEMYBGMDISABLE,EnemyBGMDisable,EnemyBGMDisable
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L836,AUDIO.LOSTWOODSCONSISTENTVOLUME,LostWoodsConsistentVolume,LostWoodsConsistentVolume
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L843,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L846,AUDIO.SEQNAMENOTIFICATION,SeqNameNotification,SeqNameNotification
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L851,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L854,AUDIO.SEQNAMENOTIFICATIONDURATION,SeqNameNotificationDuration,SeqNameNotificationDuration
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L856,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L859,AUDIO.LINKVOICEFREQMULTIPLIER,LinkVoiceFreqMultiplier,LinkVoiceFreqMultiplier
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L867,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L871,AUDIO.RANDOMIZEALLONNEWSCENE,RandomizeAllOnNewScene,RandomizeAllOnNewScene
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L875,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L879,AUDIO.RANDOMIZEALLONRANDOGEN,RandomizeAllOnRandoGen,RandomizeAllOnRandoGen
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L884,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L887,AUDIO.EXPERIMENTALOCTAVEDROP,ExperimentalOctaveDrop,ExperimentalOctaveDrop
SOH_UI::soh::soh::Enhancements::audio::AudioEditor_cpp::L894,AUDIO.ENHANCEMENTS,Enhancements,Mejoras
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L55,CONTROLLER.START,Start,Iniciar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L60,CONTROLLER.NONE,None,Ninguno
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L243,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L307,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L429,CONTROLLER.CLOSE,Close,Cerrar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L486,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L572,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L669,CONTROLLER.SENSITIVITY,Sensitivity:,Sensibilidad:
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L708,CONTROLLER.DEADZONE,Deadzone:,Zona muerta:
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L850,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L902,CONTROLLER.STOP,Stop,Detener
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L902,CONTROLLER.TEST,Test,Probar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1033,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1084,CONTROLLER.CUSTOM,Custom,Personalizado
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1087,CONTROLLER.SOURCE,Source,Origen
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1113,CONTROLLER.LEDBRIGHTNESS,LEDBrightness,LEDBrightness
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1122,CONTROLLER.LEDCRITICALOVERRIDE,LEDCriticalOverride,LEDCriticalOverride
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1162,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1206,CONTROLLER.SENSITIVITY,Sensitivity:,Sensibilidad:
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1250,CONTROLLER.RECALIBRATE,Recalibrate,Recalibrate
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1306,CONTROLLER.UNKNOWN,Unknown,DESCONOCIDO
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1346,CONTROLLER.NOTES,Notes,Notes
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1358,CONTROLLER.PITCH,Pitch,Pitch
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1381,CONTROLLER.MOVEINFIRSTPERSON,MoveInFirstPerson,MoveInFirstPerson
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1404,CONTROLLER.DISABLEFIRSTPERSONAUTOCENTERVIEW,DisableFirstPersonAutoCenterView,DisableFirstPersonAutoCenterView
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1478,CONTROLLER.DPADONPAUSE,DPadOnPause,DPadOnPause
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1478,CONTROLLER.DPADINTEXT,DpadInText,DpadInText
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1482,CONTROLLER.DPADHOLDCHANGE,DpadHoldChange,DpadHoldChange
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1488,CONTROLLER.DPADONPAUSE,DPadOnPause,DPadOnPause
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1488,CONTROLLER.DPADINTEXT,DpadInText,DpadInText
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1558,CONTROLLER.BUTTONS,Buttons,Buttons
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1561,CONTROLLER.START,Start,Iniciar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1575,CONTROLLER.D_PAD,D-Pad,D-Pad
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1590,CONTROLLER.RUMBLE,Rumble,Rumble
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1594,CONTROLLER.GYRO,Gyro,Gyro
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1598,CONTROLLER.LEDS,LEDs,LEDs
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1691,CONTROLLER.DEBUGENABLED,DebugEnabled,DebugEnabled
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1709,CONTROLLER.BUTTONS,Buttons,Buttons
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1723,CONTROLLER.D_PAD,D-Pad,D-Pad
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1754,CONTROLLER.BUTTONS,Buttons,Buttons
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1757,CONTROLLER.START,Start,Iniciar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1770,CONTROLLER.D_PAD,D-Pad,D-Pad
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1795,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1827,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1857,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1876,CONTROLLER.CANCEL,Cancel,Cancelar
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1894,CONTROLLER.DEBUGENABLED,DebugEnabled,DebugEnabled
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1906,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1906,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1918,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1918,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1921,CONTROLLER.ENABLEMOUSE,EnableMouse,EnableMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1924,CONTROLLER.ENABLEMOUSE,EnableMouse,EnableMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1924,CONTROLLER.AUTOCAPTUREMOUSE,AutoCaptureMouse,AutoCaptureMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1934,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1934,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1937,CONTROLLER.AUTOCAPTUREMOUSE,AutoCaptureMouse,AutoCaptureMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1940,CONTROLLER.ENABLEMOUSE,EnableMouse,EnableMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1940,CONTROLLER.AUTOCAPTUREMOUSE,AutoCaptureMouse,AutoCaptureMouse
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1949,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1949,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1953,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1953,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1956,CONTROLLER.DPADONPAUSE,DPadOnPause,DPadOnPause
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1961,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1961,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1964,CONTROLLER.DPADINTEXT,DpadInText,DpadInText
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1969,CONTROLLER.SETTINGS,Settings,Configuración
SOH_UI::soh::soh::Enhancements::controls::SohInputEditorWindow_cpp::L1969,CONTROLLER.CONTROLS,Controls,Controles
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L556,RANDOMIZER.UI.CHILD,Child,Niño
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L986,RANDOMIZER.UI.SHOWHIDDEN,ShowHidden,ShowHidden
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L987,RANDOMIZER.UI.MYSTERIOUSSHUFFLE,MysteriousShuffle,MysteriousShuffle
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L988,RANDOMIZER.UI.SHOWLOGIC,ShowLogic,ShowLogic
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L989,RANDOMIZER.UI.ENABLEAVAILABLECHECKS,EnableAvailableChecks,EnableAvailableChecks
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L990,RANDOMIZER.UI.ONLYSHOWAVAILABLE,OnlyShowAvailable,OnlyShowAvailable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L992,RANDOMIZER.UI.HIDEUNSHUFFLEDSHOPCHECKS,HideUnshuffledShopChecks,HideUnshuffledShopChecks
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L993,RANDOMIZER.UI.ALWAYSSHOWGSLOCS,AlwaysShowGSLocs,AlwaysShowGSLocs
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L994,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L995,RANDOMIZER.UI.SHOWONLYPAUSED,ShowOnlyPaused,ShowOnlyPaused
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1000,RANDOMIZER.UI.DISPLAYTYPE,DisplayType,DisplayType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1001,RANDOMIZER.UI.COMBOBUTTON1,ComboButton1,ComboButton1
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1002,RANDOMIZER.UI.COMBOBUTTON2,ComboButton2,ComboButton2
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1055,RANDOMIZER.UI.SHOWHIDDEN,ShowHidden,ShowHidden
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1060,RANDOMIZER.UI.SHOWHIDDEN,ShowHidden,ShowHidden
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1065,RANDOMIZER.UI.ONLYSHOWAVAILABLE,OnlyShowAvailable,OnlyShowAvailable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1085,RANDOMIZER.UI.CLEAR,Clear,Limpiar
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1114,RANDOMIZER.UI.CHECKTRACKER_CHECKS,CheckTracker##Checks,CheckTracker##Checks
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1126,RANDOMIZER.UI.MQSPOILERS,MQSpoilers,MQSpoilers
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1137,RANDOMIZER.UI.HIDEFILTEREDAREAS,HideFilteredAreas,HideFilteredAreas
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1295,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1300,RANDOMIZER.UI.DRAGGABLE,Draggable,Draggable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1944,RANDOMIZER.UI.SKIPPED,Skipped,Skipped
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L1982,RANDOMIZER.UI.RAINBOWSPEED,RainbowSpeed,RainbowSpeed
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2017,RANDOMIZER.UI.HIDDEN,Hidden,Oculto
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2024,RANDOMIZER.UI.NAME,Name##,Name##
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2032,RANDOMIZER.UI.DETAILS,Details##,Details##
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2108,RANDOMIZER.UI.FLOATING,Floating,Floating
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2109,RANDOMIZER.UI.WINDOW,Window,Window
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2110,RANDOMIZER.UI.ALWAYS,Always,Siempre
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2113,RANDOMIZER.UI.C_UP,C-Up,C-Up
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2113,RANDOMIZER.UI.C_DOWN,C-Down,C-Down
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2114,RANDOMIZER.UI.C_LEFT,C-Left,C-Left
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2114,RANDOMIZER.UI.C_RIGHT,C-Right,C-Right
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2116,RANDOMIZER.UI.START,Start,Iniciar
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2117,RANDOMIZER.UI.D_UP,D-Up,D-Up
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2117,RANDOMIZER.UI.D_DOWN,D-Down,D-Down
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2118,RANDOMIZER.UI.D_LEFT,D-Left,D-Left
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2118,RANDOMIZER.UI.D_RIGHT,D-Right,D-Right
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2123,RANDOMIZER.UI.CHECKTRACKERSETTINGSTABLE,CheckTrackerSettingsTable,CheckTrackerSettingsTable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2133,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2134,RANDOMIZER.UI.DRAGGABLE,Draggable,Draggable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2136,RANDOMIZER.UI.SHOWONLYPAUSED,ShowOnlyPaused,ShowOnlyPaused
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2138,RANDOMIZER.UI.DISPLAYTYPE,DisplayType,DisplayType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2144,RANDOMIZER.UI.DISPLAYTYPE,DisplayType,DisplayType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2146,RANDOMIZER.UI.COMBOBUTTON1,ComboButton1,ComboButton1
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_check_tracker_cpp::L2152,RANDOMIZER.UI.COMBOBUTTON2,ComboButton2,ComboButton2
